Comunidades y Ciudades Autónomas;Nacionalidad;Edad;Periodo;Total
01 Andalucía;Española;De 10 a 14 años;1983;
01 Andalucía;Española;De 10 a 14 años;1982;
01 Andalucía;Española;De 10 a 14 años;1981;
01 Andalucía;Española;De 10 a 14 años;1980;
01 Andalucía;Española;De 10 a 14 años;1979;
01 Andalucía;Española;De 10 a 14 años;1978;
01 Andalucía;Española;De 10 a 14 años;1977;
01 Andalucía;Española;De 10 a 14 años;1976;
01 Andalucía;Española;De 10 a 14 años;1975;
01 Andalucía;Española;De 15 a 19 años;2024;4,95
01 Andalucía;Española;De 15 a 19 años;2023;5,19
01 Andalucía;Española;De 15 a 19 años;2022;5,59
01 Andalucía;Española;De 15 a 19 años;2021;6,22
01 Andalucía;Española;De 15 a 19 años;2020;6,46
01 Andalucía;Española;De 15 a 19 años;2019;6,96
01 Andalucía;Española;De 15 a 19 años;2018;6,96
01 Andalucía;Española;De 15 a 19 años;2017;7,8
01 Andalucía;Española;De 15 a 19 años;2016;8,26
01 Andalucía;Española;De 15 a 19 años;2015;8,56
01 Andalucía;Española;De 15 a 19 años;2014;8,65
01 Andalucía;Española;De 15 a 19 años;2013;9,32
01 Andalucía;Española;De 15 a 19 años;2012;9,81
01 Andalucía;Española;De 15 a 19 años;2011;10,35
01 Andalucía;Española;De 15 a 19 años;2010;12
01 Andalucía;Española;De 15 a 19 años;2009;12,95
01 Andalucía;Española;De 15 a 19 años;2008;14,29
01 Andalucía;Española;De 15 a 19 años;2007;14,36
01 Andalucía;Española;De 15 a 19 años;2006;14,4
01 Andalucía;Española;De 15 a 19 años;2005;14,09
01 Andalucía;Española;De 15 a 19 años;2004;13,57
01 Andalucía;Española;De 15 a 19 años;2003;12,7
01 Andalucía;Española;De 15 a 19 años;2002;12,88
01 Andalucía;Española;De 15 a 19 años;2001;
01 Andalucía;Española;De 15 a 19 años;2000;
01 Andalucía;Española;De 15 a 19 años;1999;
01 Andalucía;Española;De 15 a 19 años;1998;
01 Andalucía;Española;De 15 a 19 años;1997;
01 Andalucía;Española;De 15 a 19 años;1996;
01 Andalucía;Española;De 15 a 19 años;1995;
01 Andalucía;Española;De 15 a 19 años;1994;
01 Andalucía;Española;De 15 a 19 años;1993;
01 Andalucía;Española;De 15 a 19 años;1992;
01 Andalucía;Española;De 15 a 19 años;1991;
01 Andalucía;Española;De 15 a 19 años;1990;
01 Andalucía;Española;De 15 a 19 años;1989;
01 Andalucía;Española;De 15 a 19 años;1988;
01 Andalucía;Española;De 15 a 19 años;1987;
01 Andalucía;Española;De 15 a 19 años;1986;
01 Andalucía;Española;De 15 a 19 años;1985;
01 Andalucía;Española;De 15 a 19 años;1984;
01 Andalucía;Española;De 15 a 19 años;1983;
01 Andalucía;Española;De 15 a 19 años;1982;
01 Andalucía;Española;De 15 a 19 años;1981;
01 Andalucía;Española;De 15 a 19 años;1980;
01 Andalucía;Española;De 15 a 19 años;1979;
01 Andalucía;Española;De 15 a 19 años;1978;
01 Andalucía;Española;De 15 a 19 años;1977;
01 Andalucía;Española;De 15 a 19 años;1976;
01 Andalucía;Española;De 15 a 19 años;1975;
01 Andalucía;Española;De 20 a 24 años;2024;20,51
01 Andalucía;Española;De 20 a 24 años;2023;21,44
01 Andalucía;Española;De 20 a 24 años;2022;21,09
01 Andalucía;Española;De 20 a 24 años;2021;21,91
01 Andalucía;Española;De 20 a 24 años;2020;22,76
01 Andalucía;Española;De 20 a 24 años;2019;23,5
01 Andalucía;Española;De 20 a 24 años;2018;23,43
01 Andalucía;Española;De 20 a 24 años;2017;25
01 Andalucía;Española;De 20 a 24 años;2016;26,62
01 Andalucía;Española;De 20 a 24 años;2015;27,59
01 Andalucía;Española;De 20 a 24 años;2014;27,94
01 Andalucía;Española;De 20 a 24 años;2013;27,46
01 Andalucía;Española;De 20 a 24 años;2012;28,85
01 Andalucía;Española;De 20 a 24 años;2011;30,57
01 Andalucía;Española;De 20 a 24 años;2010;32,92
01 Andalucía;Española;De 20 a 24 años;2009;33,2
01 Andalucía;Española;De 20 a 24 años;2008;35,89
01 Andalucía;Española;De 20 a 24 años;2007;34,36
01 Andalucía;Española;De 20 a 24 años;2006;34,15
01 Andalucía;Española;De 20 a 24 años;2005;32,8
01 Andalucía;Española;De 20 a 24 años;2004;32,7
01 Andalucía;Española;De 20 a 24 años;2003;31,43
01 Andalucía;Española;De 20 a 24 años;2002;30,28
01 Andalucía;Española;De 20 a 24 años;2001;
01 Andalucía;Española;De 20 a 24 años;2000;
01 Andalucía;Española;De 20 a 24 años;1999;
01 Andalucía;Española;De 20 a 24 años;1998;
01 Andalucía;Española;De 20 a 24 años;1997;
01 Andalucía;Española;De 20 a 24 años;1996;
01 Andalucía;Española;De 20 a 24 años;1995;
01 Andalucía;Española;De 20 a 24 años;1994;
01 Andalucía;Española;De 20 a 24 años;1993;
01 Andalucía;Española;De 20 a 24 años;1992;
01 Andalucía;Española;De 20 a 24 años;1991;
01 Andalucía;Española;De 20 a 24 años;1990;
01 Andalucía;Española;De 20 a 24 años;1989;
01 Andalucía;Española;De 20 a 24 años;1988;
01 Andalucía;Española;De 20 a 24 años;1987;
01 Andalucía;Española;De 20 a 24 años;1986;
01 Andalucía;Española;De 20 a 24 años;1985;
01 Andalucía;Española;De 20 a 24 años;1984;
01 Andalucía;Española;De 20 a 24 años;1983;
01 Andalucía;Española;De 20 a 24 años;1982;
01 Andalucía;Española;De 20 a 24 años;1981;
01 Andalucía;Española;De 20 a 24 años;1980;
01 Andalucía;Española;De 20 a 24 años;1979;
01 Andalucía;Española;De 20 a 24 años;1978;
01 Andalucía;Española;De 20 a 24 años;1977;
01 Andalucía;Española;De 20 a 24 años;1976;
01 Andalucía;Española;De 20 a 24 años;1975;
01 Andalucía;Española;De 25 a 29 años;2024;45,16
01 Andalucía;Española;De 25 a 29 años;2023;46,92
01 Andalucía;Española;De 25 a 29 años;2022;47,7
01 Andalucía;Española;De 25 a 29 años;2021;50,38
01 Andalucía;Española;De 25 a 29 años;2020;51,28
01 Andalucía;Española;De 25 a 29 años;2019;54,29
01 Andalucía;Española;De 25 a 29 años;2018;55,53
01 Andalucía;Española;De 25 a 29 años;2017;58,03
01 Andalucía;Española;De 25 a 29 años;2016;61,28
01 Andalucía;Española;De 25 a 29 años;2015;61,67
01 Andalucía;Española;De 25 a 29 años;2014;62,37
01 Andalucía;Española;De 25 a 29 años;2013;59,77
01 Andalucía;Española;De 25 a 29 años;2012;63,43
01 Andalucía;Española;De 25 a 29 años;2011;65,29
01 Andalucía;Española;De 25 a 29 años;2010;67,69
01 Andalucía;Española;De 25 a 29 años;2009;70,07
01 Andalucía;Española;De 25 a 29 años;2008;75,99
01 Andalucía;Española;De 25 a 29 años;2007;73,12
01 Andalucía;Española;De 25 a 29 años;2006;74,85
01 Andalucía;Española;De 25 a 29 años;2005;74,04
01 Andalucía;Española;De 25 a 29 años;2004;73,56
01 Andalucía;Española;De 25 a 29 años;2003;73,87
01 Andalucía;Española;De 25 a 29 años;2002;73,1
01 Andalucía;Española;De 25 a 29 años;2001;
01 Andalucía;Española;De 25 a 29 años;2000;
01 Andalucía;Española;De 25 a 29 años;1999;
01 Andalucía;Española;De 25 a 29 años;1998;
01 Andalucía;Española;De 25 a 29 años;1997;
01 Andalucía;Española;De 25 a 29 años;1996;
01 Andalucía;Española;De 25 a 29 años;1995;
01 Andalucía;Española;De 25 a 29 años;1994;
01 Andalucía;Española;De 25 a 29 años;1993;
01 Andalucía;Española;De 25 a 29 años;1992;
01 Andalucía;Española;De 25 a 29 años;1991;
01 Andalucía;Española;De 25 a 29 años;1990;
01 Andalucía;Española;De 25 a 29 años;1989;
01 Andalucía;Española;De 25 a 29 años;1988;
01 Andalucía;Española;De 25 a 29 años;1987;
01 Andalucía;Española;De 25 a 29 años;1986;
01 Andalucía;Española;De 25 a 29 años;1985;
01 Andalucía;Española;De 25 a 29 años;1984;
01 Andalucía;Española;De 25 a 29 años;1983;
01 Andalucía;Española;De 25 a 29 años;1982;
01 Andalucía;Española;De 25 a 29 años;1981;
01 Andalucía;Española;De 25 a 29 años;1980;
01 Andalucía;Española;De 25 a 29 años;1979;
01 Andalucía;Española;De 25 a 29 años;1978;
01 Andalucía;Española;De 25 a 29 años;1977;
01 Andalucía;Española;De 25 a 29 años;1976;
01 Andalucía;Española;De 25 a 29 años;1975;
01 Andalucía;Española;De 30 a 34 años;2024;81,19
01 Andalucía;Española;De 30 a 34 años;2023;82,06
01 Andalucía;Española;De 30 a 34 años;2022;83,67
01 Andalucía;Española;De 30 a 34 años;2021;88,89
01 Andalucía;Española;De 30 a 34 años;2020;85,33
01 Andalucía;Española;De 30 a 34 años;2019;88,3
01 Andalucía;Española;De 30 a 34 años;2018;90,3
01 Andalucía;Española;De 30 a 34 años;2017;94,25
01 Andalucía;Española;De 30 a 34 años;2016;97,74
01 Andalucía;Española;De 30 a 34 años;2015;98,57
01 Andalucía;Española;De 30 a 34 años;2014;98,81
01 Andalucía;Española;De 30 a 34 años;2013;96,35
01 Andalucía;Española;De 30 a 34 años;2012;99,82
01 Andalucía;Española;De 30 a 34 años;2011;101,84
01 Andalucía;Española;De 30 a 34 años;2010;103
01 Andalucía;Española;De 30 a 34 años;2009;104,59
01 Andalucía;Española;De 30 a 34 años;2008;111,15
01 Andalucía;Española;De 30 a 34 años;2007;107,15
01 Andalucía;Española;De 30 a 34 años;2006;110,13
01 Andalucía;Española;De 30 a 34 años;2005;108,34
01 Andalucía;Española;De 30 a 34 años;2004;105,5
01 Andalucía;Española;De 30 a 34 años;2003;103,04
01 Andalucía;Española;De 30 a 34 años;2002;99,27
01 Andalucía;Española;De 30 a 34 años;2001;
01 Andalucía;Española;De 30 a 34 años;2000;
01 Andalucía;Española;De 30 a 34 años;1999;
01 Andalucía;Española;De 30 a 34 años;1998;
01 Andalucía;Española;De 30 a 34 años;1997;
01 Andalucía;Española;De 30 a 34 años;1996;
01 Andalucía;Española;De 30 a 34 años;1995;
01 Andalucía;Española;De 30 a 34 años;1994;
01 Andalucía;Española;De 30 a 34 años;1993;
01 Andalucía;Española;De 30 a 34 años;1992;
01 Andalucía;Española;De 30 a 34 años;1991;
01 Andalucía;Española;De 30 a 34 años;1990;
01 Andalucía;Española;De 30 a 34 años;1989;
01 Andalucía;Española;De 30 a 34 años;1988;
01 Andalucía;Española;De 30 a 34 años;1987;
01 Andalucía;Española;De 30 a 34 años;1986;
01 Andalucía;Española;De 30 a 34 años;1985;
01 Andalucía;Española;De 30 a 34 años;1984;
01 Andalucía;Española;De 30 a 34 años;1983;
01 Andalucía;Española;De 30 a 34 años;1982;
01 Andalucía;Española;De 30 a 34 años;1981;
01 Andalucía;Española;De 30 a 34 años;1980;
01 Andalucía;Española;De 30 a 34 años;1979;
01 Andalucía;Española;De 30 a 34 años;1978;
01 Andalucía;Española;De 30 a 34 años;1977;
01 Andalucía;Española;De 30 a 34 años;1976;
01 Andalucía;Española;De 30 a 34 años;1975;
01 Andalucía;Española;De 35 a 39 años;2024;62,43
01 Andalucía;Española;De 35 a 39 años;2023;61,48
01 Andalucía;Española;De 35 a 39 años;2022;64,26
01 Andalucía;Española;De 35 a 39 años;2021;64,55
01 Andalucía;Española;De 35 a 39 años;2020;60,82
01 Andalucía;Española;De 35 a 39 años;2019;62,35
01 Andalucía;Española;De 35 a 39 años;2018;62,52
01 Andalucía;Española;De 35 a 39 años;2017;63,49
01 Andalucía;Española;De 35 a 39 años;2016;65,5
01 Andalucía;Española;De 35 a 39 años;2015;64,08
01 Andalucía;Española;De 35 a 39 años;2014;62,9
01 Andalucía;Española;De 35 a 39 años;2013;60,02
01 Andalucía;Española;De 35 a 39 años;2012;61,81
01 Andalucía;Española;De 35 a 39 años;2011;62,17
01 Andalucía;Española;De 35 a 39 años;2010;59,93
01 Andalucía;Española;De 35 a 39 años;2009;59,27
01 Andalucía;Española;De 35 a 39 años;2008;58,01
01 Andalucía;Española;De 35 a 39 años;2007;55,71
01 Andalucía;Española;De 35 a 39 años;2006;54,42
01 Andalucía;Española;De 35 a 39 años;2005;51,39
01 Andalucía;Española;De 35 a 39 años;2004;48,5
01 Andalucía;Española;De 35 a 39 años;2003;47,44
01 Andalucía;Española;De 35 a 39 años;2002;43,58
01 Andalucía;Española;De 35 a 39 años;2001;
01 Andalucía;Española;De 35 a 39 años;2000;
01 Andalucía;Española;De 35 a 39 años;1999;
01 Andalucía;Española;De 35 a 39 años;1998;
01 Andalucía;Española;De 35 a 39 años;1997;
01 Andalucía;Española;De 35 a 39 años;1996;
01 Andalucía;Española;De 35 a 39 años;1995;
01 Andalucía;Española;De 35 a 39 años;1994;
01 Andalucía;Española;De 35 a 39 años;1993;
01 Andalucía;Española;De 35 a 39 años;1992;
01 Andalucía;Española;De 35 a 39 años;1991;
01 Andalucía;Española;De 35 a 39 años;1990;
01 Andalucía;Española;De 35 a 39 años;1989;
01 Andalucía;Española;De 35 a 39 años;1988;
01 Andalucía;Española;De 35 a 39 años;1987;
01 Andalucía;Española;De 35 a 39 años;1986;
01 Andalucía;Española;De 35 a 39 años;1985;
01 Andalucía;Española;De 35 a 39 años;1984;
01 Andalucía;Española;De 35 a 39 años;1983;
01 Andalucía;Española;De 35 a 39 años;1982;
01 Andalucía;Española;De 35 a 39 años;1981;
01 Andalucía;Española;De 35 a 39 años;1980;
01 Andalucía;Española;De 35 a 39 años;1979;
01 Andalucía;Española;De 35 a 39 años;1978;
01 Andalucía;Española;De 35 a 39 años;1977;
01 Andalucía;Española;De 35 a 39 años;1976;
01 Andalucía;Española;De 35 a 39 años;1975;
01 Andalucía;Española;De 40 a 44 años;2024;14,95
01 Andalucía;Española;De 40 a 44 años;2023;15,3
01 Andalucía;Española;De 40 a 44 años;2022;15,09
01 Andalucía;Española;De 40 a 44 años;2021;15,18
01 Andalucía;Española;De 40 a 44 años;2020;14,34
01 Andalucía;Española;De 40 a 44 años;2019;14,77
01 Andalucía;Española;De 40 a 44 años;2018;14,85
01 Andalucía;Española;De 40 a 44 años;2017;14,59
01 Andalucía;Española;De 40 a 44 años;2016;14,45
01 Andalucía;Española;De 40 a 44 años;2015;13,55
01 Andalucía;Española;De 40 a 44 años;2014;13,22
01 Andalucía;Española;De 40 a 44 años;2013;12,53
01 Andalucía;Española;De 40 a 44 años;2012;12,41
01 Andalucía;Española;De 40 a 44 años;2011;11,2
01 Andalucía;Española;De 40 a 44 años;2010;10,21
01 Andalucía;Española;De 40 a 44 años;2009;10,06
01 Andalucía;Española;De 40 a 44 años;2008;9,93
01 Andalucía;Española;De 40 a 44 años;2007;9,25
01 Andalucía;Española;De 40 a 44 años;2006;8,91
01 Andalucía;Española;De 40 a 44 años;2005;8,24
01 Andalucía;Española;De 40 a 44 años;2004;8,05
01 Andalucía;Española;De 40 a 44 años;2003;7,68
01 Andalucía;Española;De 40 a 44 años;2002;6,85
01 Andalucía;Española;De 40 a 44 años;2001;
01 Andalucía;Española;De 40 a 44 años;2000;
01 Andalucía;Española;De 40 a 44 años;1999;
01 Andalucía;Española;De 40 a 44 años;1998;
01 Andalucía;Española;De 40 a 44 años;1997;
01 Andalucía;Española;De 40 a 44 años;1996;
01 Andalucía;Española;De 40 a 44 años;1995;
01 Andalucía;Española;De 40 a 44 años;1994;
01 Andalucía;Española;De 40 a 44 años;1993;
01 Andalucía;Española;De 40 a 44 años;1992;
01 Andalucía;Española;De 40 a 44 años;1991;
01 Andalucía;Española;De 40 a 44 años;1990;
01 Andalucía;Española;De 40 a 44 años;1989;
01 Andalucía;Española;De 40 a 44 años;1988;
01 Andalucía;Española;De 40 a 44 años;1987;
01 Andalucía;Española;De 40 a 44 años;1986;
01 Andalucía;Española;De 40 a 44 años;1985;
01 Andalucía;Española;De 40 a 44 años;1984;
01 Andalucía;Española;De 40 a 44 años;1983;
01 Andalucía;Española;De 40 a 44 años;1982;
01 Andalucía;Española;De 40 a 44 años;1981;
01 Andalucía;Española;De 40 a 44 años;1980;
01 Andalucía;Española;De 40 a 44 años;1979;
01 Andalucía;Española;De 40 a 44 años;1978;
01 Andalucía;Española;De 40 a 44 años;1977;
01 Andalucía;Española;De 40 a 44 años;1976;
01 Andalucía;Española;De 40 a 44 años;1975;
01 Andalucía;Española;De 45 a 49 años;2024;1,25
01 Andalucía;Española;De 45 a 49 años;2023;1,32
01 Andalucía;Española;De 45 a 49 años;2022;1,34
01 Andalucía;Española;De 45 a 49 años;2021;1,25
01 Andalucía;Española;De 45 a 49 años;2020;1,23
01 Andalucía;Española;De 45 a 49 años;2019;1,19
01 Andalucía;Española;De 45 a 49 años;2018;1,14
01 Andalucía;Española;De 45 a 49 años;2017;1,09
01 Andalucía;Española;De 45 a 49 años;2016;1,03
01 Andalucía;Española;De 45 a 49 años;2015;0,84
01 Andalucía;Española;De 45 a 49 años;2014;0,78
01 Andalucía;Española;De 45 a 49 años;2013;0,78
01 Andalucía;Española;De 45 a 49 años;2012;0,74
01 Andalucía;Española;De 45 a 49 años;2011;0,77
01 Andalucía;Española;De 45 a 49 años;2010;0,66
01 Andalucía;Española;De 45 a 49 años;2009;0,71
01 Andalucía;Española;De 45 a 49 años;2008;0,55
01 Andalucía;Española;De 45 a 49 años;2007;0,52
01 Andalucía;Española;De 45 a 49 años;2006;0,53
01 Andalucía;Española;De 45 a 49 años;2005;0,4
01 Andalucía;Española;De 45 a 49 años;2004;0,3
01 Andalucía;Española;De 45 a 49 años;2003;0,39
01 Andalucía;Española;De 45 a 49 años;2002;0,34
01 Andalucía;Española;De 45 a 49 años;2001;
01 Andalucía;Española;De 45 a 49 años;2000;
01 Andalucía;Española;De 45 a 49 años;1999;
01 Andalucía;Española;De 45 a 49 años;1998;
01 Andalucía;Española;De 45 a 49 años;1997;
01 Andalucía;Española;De 45 a 49 años;1996;
01 Andalucía;Española;De 45 a 49 años;1995;
01 Andalucía;Española;De 45 a 49 años;1994;
01 Andalucía;Española;De 45 a 49 años;1993;
01 Andalucía;Española;De 45 a 49 años;1992;
01 Andalucía;Española;De 45 a 49 años;1991;
01 Andalucía;Española;De 45 a 49 años;1990;
01 Andalucía;Española;De 45 a 49 años;1989;
01 Andalucía;Española;De 45 a 49 años;1988;
01 Andalucía;Española;De 45 a 49 años;1987;
01 Andalucía;Española;De 45 a 49 años;1986;
01 Andalucía;Española;De 45 a 49 años;1985;
01 Andalucía;Española;De 45 a 49 años;1984;
01 Andalucía;Española;De 45 a 49 años;1983;
01 Andalucía;Española;De 45 a 49 años;1982;
01 Andalucía;Española;De 45 a 49 años;1981;
01 Andalucía;Española;De 45 a 49 años;1980;
01 Andalucía;Española;De 45 a 49 años;1979;
01 Andalucía;Española;De 45 a 49 años;1978;
01 Andalucía;Española;De 45 a 49 años;1977;
01 Andalucía;Española;De 45 a 49 años;1976;
01 Andalucía;Española;De 45 a 49 años;1975;
01 Andalucía;Española;50 y más años;2024;0,52
01 Andalucía;Española;50 y más años;2023;0,51
01 Andalucía;Española;50 y más años;2022;0,63
01 Andalucía;Española;50 y más años;2021;0,55
01 Andalucía;Española;50 y más años;2020;0,37
01 Andalucía;Española;50 y más años;2019;0,36
01 Andalucía;Española;50 y más años;2018;0,41
01 Andalucía;Española;50 y más años;2017;0,43
01 Andalucía;Española;50 y más años;2016;0,32
01 Andalucía;Española;50 y más años;2015;0,21
01 Andalucía;Española;50 y más años;2014;0,21
01 Andalucía;Española;50 y más años;2013;0,19
01 Andalucía;Española;50 y más años;2012;0,14
01 Andalucía;Española;50 y más años;2011;0,18
01 Andalucía;Española;50 y más años;2010;0,17
01 Andalucía;Española;50 y más años;2009;0,17
01 Andalucía;Española;50 y más años;2008;0,12
01 Andalucía;Española;50 y más años;2007;0,08
01 Andalucía;Española;50 y más años;2006;0,09
01 Andalucía;Española;50 y más años;2005;0,18
01 Andalucía;Española;50 y más años;2004;0,24
01 Andalucía;Española;50 y más años;2003;0,14
01 Andalucía;Española;50 y más años;2002;0,12
01 Andalucía;Española;50 y más años;2001;
01 Andalucía;Española;50 y más años;2000;
01 Andalucía;Española;50 y más años;1999;
01 Andalucía;Española;50 y más años;1998;
01 Andalucía;Española;50 y más años;1997;
01 Andalucía;Española;50 y más años;1996;
01 Andalucía;Española;50 y más años;1995;
01 Andalucía;Española;50 y más años;1994;
01 Andalucía;Española;50 y más años;1993;
01 Andalucía;Española;50 y más años;1992;
01 Andalucía;Española;50 y más años;1991;
01 Andalucía;Española;50 y más años;1990;
01 Andalucía;Española;50 y más años;1989;
01 Andalucía;Española;50 y más años;1988;
01 Andalucía;Española;50 y más años;1987;
01 Andalucía;Española;50 y más años;1986;
01 Andalucía;Española;50 y más años;1985;
01 Andalucía;Española;50 y más años;1984;
01 Andalucía;Española;50 y más años;1983;
01 Andalucía;Española;50 y más años;1982;
01 Andalucía;Española;50 y más años;1981;
01 Andalucía;Española;50 y más años;1980;
01 Andalucía;Española;50 y más años;1979;
01 Andalucía;Española;50 y más años;1978;
01 Andalucía;Española;50 y más años;1977;
01 Andalucía;Española;50 y más años;1976;
01 Andalucía;Española;50 y más años;1975;
01 Andalucía;Extranjera;De 10 a 14 años;2024;0,35
01 Andalucía;Extranjera;De 10 a 14 años;2023;0,28
01 Andalucía;Extranjera;De 10 a 14 años;2022;0,25
01 Andalucía;Extranjera;De 10 a 14 años;2021;0,07
01 Andalucía;Extranjera;De 10 a 14 años;2020;0,22
01 Andalucía;Extranjera;De 10 a 14 años;2019;0,79
01 Andalucía;Extranjera;De 10 a 14 años;2018;0,43
01 Andalucía;Extranjera;De 10 a 14 años;2017;1,16
01 Andalucía;Extranjera;De 10 a 14 años;2016;0,8
01 Andalucía;Extranjera;De 10 a 14 años;2015;0,61
01 Andalucía;Extranjera;De 10 a 14 años;2014;1,1
01 Andalucía;Extranjera;De 10 a 14 años;2013;0,55
01 Andalucía;Extranjera;De 10 a 14 años;2012;0,77
01 Andalucía;Extranjera;De 10 a 14 años;2011;0,45
01 Andalucía;Extranjera;De 10 a 14 años;2010;0,3
01 Andalucía;Extranjera;De 10 a 14 años;2009;0,89
01 Andalucía;Extranjera;De 10 a 14 años;2008;0,85
01 Andalucía;Extranjera;De 10 a 14 años;2007;1,1
01 Andalucía;Extranjera;De 10 a 14 años;2006;0,19
01 Andalucía;Extranjera;De 10 a 14 años;2005;0,77
01 Andalucía;Extranjera;De 10 a 14 años;2004;0,64
01 Andalucía;Extranjera;De 10 a 14 años;2003;1,06
01 Andalucía;Extranjera;De 10 a 14 años;2002;0,6
01 Andalucía;Extranjera;De 10 a 14 años;2001;
01 Andalucía;Extranjera;De 10 a 14 años;2000;
01 Andalucía;Extranjera;De 10 a 14 años;1999;
01 Andalucía;Extranjera;De 10 a 14 años;1998;
01 Andalucía;Extranjera;De 10 a 14 años;1997;
01 Andalucía;Extranjera;De 10 a 14 años;1996;
01 Andalucía;Extranjera;De 10 a 14 años;1995;
01 Andalucía;Extranjera;De 10 a 14 años;1994;
01 Andalucía;Extranjera;De 10 a 14 años;1993;
01 Andalucía;Extranjera;De 10 a 14 años;1992;
01 Andalucía;Extranjera;De 10 a 14 años;1991;
01 Andalucía;Extranjera;De 10 a 14 años;1990;
01 Andalucía;Extranjera;De 10 a 14 años;1989;
01 Andalucía;Extranjera;De 10 a 14 años;1988;
01 Andalucía;Extranjera;De 10 a 14 años;1987;
01 Andalucía;Extranjera;De 10 a 14 años;1986;
01 Andalucía;Extranjera;De 10 a 14 años;1985;
01 Andalucía;Extranjera;De 10 a 14 años;1984;
01 Andalucía;Extranjera;De 10 a 14 años;1983;
01 Andalucía;Extranjera;De 10 a 14 años;1982;
01 Andalucía;Extranjera;De 10 a 14 años;1981;
01 Andalucía;Extranjera;De 10 a 14 años;1980;
01 Andalucía;Extranjera;De 10 a 14 años;1979;
01 Andalucía;Extranjera;De 10 a 14 años;1978;
01 Andalucía;Extranjera;De 10 a 14 años;1977;
01 Andalucía;Extranjera;De 10 a 14 años;1976;
01 Andalucía;Extranjera;De 10 a 14 años;1975;
01 Andalucía;Extranjera;De 15 a 19 años;2024;12,23
01 Andalucía;Extranjera;De 15 a 19 años;2023;12,95
01 Andalucía;Extranjera;De 15 a 19 años;2022;14,67
01 Andalucía;Extranjera;De 15 a 19 años;2021;15,33
01 Andalucía;Extranjera;De 15 a 19 años;2020;19,21
01 Andalucía;Extranjera;De 15 a 19 años;2019;25,92
01 Andalucía;Extranjera;De 15 a 19 años;2018;26,9
01 Andalucía;Extranjera;De 15 a 19 años;2017;28,12
01 Andalucía;Extranjera;De 15 a 19 años;2016;24,99
01 Andalucía;Extranjera;De 15 a 19 años;2015;25,12
01 Andalucía;Extranjera;De 15 a 19 años;2014;24,37
01 Andalucía;Extranjera;De 15 a 19 años;2013;24,91
01 Andalucía;Extranjera;De 15 a 19 años;2012;26,58
01 Andalucía;Extranjera;De 15 a 19 años;2011;27,22
01 Andalucía;Extranjera;De 15 a 19 años;2010;33,05
01 Andalucía;Extranjera;De 15 a 19 años;2009;37,61
01 Andalucía;Extranjera;De 15 a 19 años;2008;46,32
01 Andalucía;Extranjera;De 15 a 19 años;2007;49,75
01 Andalucía;Extranjera;De 15 a 19 años;2006;42,88
01 Andalucía;Extranjera;De 15 a 19 años;2005;43,83
01 Andalucía;Extranjera;De 15 a 19 años;2004;43,4
01 Andalucía;Extranjera;De 15 a 19 años;2003;41,92
01 Andalucía;Extranjera;De 15 a 19 años;2002;37,25
01 Andalucía;Extranjera;De 15 a 19 años;2001;
01 Andalucía;Extranjera;De 15 a 19 años;2000;
01 Andalucía;Extranjera;De 15 a 19 años;1999;
01 Andalucía;Extranjera;De 15 a 19 años;1998;
01 Andalucía;Extranjera;De 15 a 19 años;1997;
01 Andalucía;Extranjera;De 15 a 19 años;1996;
01 Andalucía;Extranjera;De 15 a 19 años;1995;
01 Andalucía;Extranjera;De 15 a 19 años;1994;
01 Andalucía;Extranjera;De 15 a 19 años;1993;
01 Andalucía;Extranjera;De 15 a 19 años;1992;
01 Andalucía;Extranjera;De 15 a 19 años;1991;
01 Andalucía;Extranjera;De 15 a 19 años;1990;
01 Andalucía;Extranjera;De 15 a 19 años;1989;
01 Andalucía;Extranjera;De 15 a 19 años;1988;
01 Andalucía;Extranjera;De 15 a 19 años;1987;
01 Andalucía;Extranjera;De 15 a 19 años;1986;
01 Andalucía;Extranjera;De 15 a 19 años;1985;
01 Andalucía;Extranjera;De 15 a 19 años;1984;
01 Andalucía;Extranjera;De 15 a 19 años;1983;
01 Andalucía;Extranjera;De 15 a 19 años;1982;
01 Andalucía;Extranjera;De 15 a 19 años;1981;
01 Andalucía;Extranjera;De 15 a 19 años;1980;
01 Andalucía;Extranjera;De 15 a 19 años;1979;
01 Andalucía;Extranjera;De 15 a 19 años;1978;
01 Andalucía;Extranjera;De 15 a 19 años;1977;
01 Andalucía;Extranjera;De 15 a 19 años;1976;
01 Andalucía;Extranjera;De 15 a 19 años;1975;
01 Andalucía;Extranjera;De 20 a 24 años;2024;56,4
01 Andalucía;Extranjera;De 20 a 24 años;2023;54,73
01 Andalucía;Extranjera;De 20 a 24 años;2022;58,44
01 Andalucía;Extranjera;De 20 a 24 años;2021;54,99
01 Andalucía;Extranjera;De 20 a 24 años;2020;69,99
01 Andalucía;Extranjera;De 20 a 24 años;2019;73,08
01 Andalucía;Extranjera;De 20 a 24 años;2018;79,92
01 Andalucía;Extranjera;De 20 a 24 años;2017;80,41
01 Andalucía;Extranjera;De 20 a 24 años;2016;81,78
01 Andalucía;Extranjera;De 20 a 24 años;2015;75,51
01 Andalucía;Extranjera;De 20 a 24 años;2014;76,05
01 Andalucía;Extranjera;De 20 a 24 años;2013;77,25
01 Andalucía;Extranjera;De 20 a 24 años;2012;78,38
01 Andalucía;Extranjera;De 20 a 24 años;2011;85,69
