Comunidades y Ciudades Autónomas;Nacionalidad;Edad;Periodo;Total
16 País Vasco;Española;De 35 a 39 años;2009;70,64
16 País Vasco;Española;De 35 a 39 años;2008;71,3
16 País Vasco;Española;De 35 a 39 años;2007;66,68
16 País Vasco;Española;De 35 a 39 años;2006;64,4
16 País Vasco;Española;De 35 a 39 años;2005;64
16 País Vasco;Española;De 35 a 39 años;2004;61,57
16 País Vasco;Española;De 35 a 39 años;2003;59,21
16 País Vasco;Española;De 35 a 39 años;2002;54,57
16 País Vasco;Española;De 35 a 39 años;2001;
16 País Vasco;Española;De 35 a 39 años;2000;
16 País Vasco;Española;De 35 a 39 años;1999;
16 País Vasco;Española;De 35 a 39 años;1998;
16 País Vasco;Española;De 35 a 39 años;1997;
16 País Vasco;Española;De 35 a 39 años;1996;
16 País Vasco;Española;De 35 a 39 años;1995;
16 País Vasco;Española;De 35 a 39 años;1994;
16 País Vasco;Española;De 35 a 39 años;1993;
16 País Vasco;Española;De 35 a 39 años;1992;
16 País Vasco;Española;De 35 a 39 años;1991;
16 País Vasco;Española;De 35 a 39 años;1990;
16 País Vasco;Española;De 35 a 39 años;1989;
16 País Vasco;Española;De 35 a 39 años;1988;
16 País Vasco;Española;De 35 a 39 años;1987;
16 País Vasco;Española;De 35 a 39 años;1986;
16 País Vasco;Española;De 35 a 39 años;1985;
16 País Vasco;Española;De 35 a 39 años;1984;
16 País Vasco;Española;De 35 a 39 años;1983;
16 País Vasco;Española;De 35 a 39 años;1982;
16 País Vasco;Española;De 35 a 39 años;1981;
16 País Vasco;Española;De 35 a 39 años;1980;
16 País Vasco;Española;De 35 a 39 años;1979;
16 País Vasco;Española;De 35 a 39 años;1978;
16 País Vasco;Española;De 35 a 39 años;1977;
16 País Vasco;Española;De 35 a 39 años;1976;
16 País Vasco;Española;De 35 a 39 años;1975;
16 País Vasco;Española;De 40 a 44 años;2024;16,92
16 País Vasco;Española;De 40 a 44 años;2023;16,83
16 País Vasco;Española;De 40 a 44 años;2022;17,52
16 País Vasco;Española;De 40 a 44 años;2021;16,91
16 País Vasco;Española;De 40 a 44 años;2020;16,41
16 País Vasco;Española;De 40 a 44 años;2019;16,08
16 País Vasco;Española;De 40 a 44 años;2018;17,18
16 País Vasco;Española;De 40 a 44 años;2017;17,57
16 País Vasco;Española;De 40 a 44 años;2016;17,44
16 País Vasco;Española;De 40 a 44 años;2015;16,41
16 País Vasco;Española;De 40 a 44 años;2014;15,87
16 País Vasco;Española;De 40 a 44 años;2013;15,58
16 País Vasco;Española;De 40 a 44 años;2012;15,23
16 País Vasco;Española;De 40 a 44 años;2011;13,47
16 País Vasco;Española;De 40 a 44 años;2010;13,16
16 País Vasco;Española;De 40 a 44 años;2009;10,59
16 País Vasco;Española;De 40 a 44 años;2008;11,6
16 País Vasco;Española;De 40 a 44 años;2007;10,7
16 País Vasco;Española;De 40 a 44 años;2006;10,04
16 País Vasco;Española;De 40 a 44 años;2005;9,14
16 País Vasco;Española;De 40 a 44 años;2004;8,5
16 País Vasco;Española;De 40 a 44 años;2003;7,98
16 País Vasco;Española;De 40 a 44 años;2002;6,6
16 País Vasco;Española;De 40 a 44 años;2001;
16 País Vasco;Española;De 40 a 44 años;2000;
16 País Vasco;Española;De 40 a 44 años;1999;
16 País Vasco;Española;De 40 a 44 años;1998;
16 País Vasco;Española;De 40 a 44 años;1997;
16 País Vasco;Española;De 40 a 44 años;1996;
16 País Vasco;Española;De 40 a 44 años;1995;
16 País Vasco;Española;De 40 a 44 años;1994;
16 País Vasco;Española;De 40 a 44 años;1993;
16 País Vasco;Española;De 40 a 44 años;1992;
16 País Vasco;Española;De 40 a 44 años;1991;
16 País Vasco;Española;De 40 a 44 años;1990;
16 País Vasco;Española;De 40 a 44 años;1989;
16 País Vasco;Española;De 40 a 44 años;1988;
16 País Vasco;Española;De 40 a 44 años;1987;
16 País Vasco;Española;De 40 a 44 años;1986;
16 País Vasco;Española;De 40 a 44 años;1985;
16 País Vasco;Española;De 40 a 44 años;1984;
16 País Vasco;Española;De 40 a 44 años;1983;
16 País Vasco;Española;De 40 a 44 años;1982;
16 País Vasco;Española;De 40 a 44 años;1981;
16 País Vasco;Española;De 40 a 44 años;1980;
16 País Vasco;Española;De 40 a 44 años;1979;
16 País Vasco;Española;De 40 a 44 años;1978;
16 País Vasco;Española;De 40 a 44 años;1977;
16 País Vasco;Española;De 40 a 44 años;1976;
16 País Vasco;Española;De 40 a 44 años;1975;
16 País Vasco;Española;De 45 a 49 años;2024;1,46
16 País Vasco;Española;De 45 a 49 años;2023;1,6
16 País Vasco;Española;De 45 a 49 años;2022;1,8
16 País Vasco;Española;De 45 a 49 años;2021;1,42
16 País Vasco;Española;De 45 a 49 años;2020;1,19
16 País Vasco;Española;De 45 a 49 años;2019;1,22
16 País Vasco;Española;De 45 a 49 años;2018;1,4
16 País Vasco;Española;De 45 a 49 años;2017;1,32
16 País Vasco;Española;De 45 a 49 años;2016;1,27
16 País Vasco;Española;De 45 a 49 años;2015;1,47
16 País Vasco;Española;De 45 a 49 años;2014;1,1
16 País Vasco;Española;De 45 a 49 años;2013;0,79
16 País Vasco;Española;De 45 a 49 años;2012;0,69
16 País Vasco;Española;De 45 a 49 años;2011;0,58
16 País Vasco;Española;De 45 a 49 años;2010;1,13
16 País Vasco;Española;De 45 a 49 años;2009;0,43
16 País Vasco;Española;De 45 a 49 años;2008;0,44
16 País Vasco;Española;De 45 a 49 años;2007;0,5
16 País Vasco;Española;De 45 a 49 años;2006;0,47
16 País Vasco;Española;De 45 a 49 años;2005;0,33
16 País Vasco;Española;De 45 a 49 años;2004;0,25
16 País Vasco;Española;De 45 a 49 años;2003;0,33
16 País Vasco;Española;De 45 a 49 años;2002;0,26
16 País Vasco;Española;De 45 a 49 años;2001;
16 País Vasco;Española;De 45 a 49 años;2000;
16 País Vasco;Española;De 45 a 49 años;1999;
16 País Vasco;Española;De 45 a 49 años;1998;
16 País Vasco;Española;De 45 a 49 años;1997;
16 País Vasco;Española;De 45 a 49 años;1996;
16 País Vasco;Española;De 45 a 49 años;1995;
16 País Vasco;Española;De 45 a 49 años;1994;
16 País Vasco;Española;De 45 a 49 años;1993;
16 País Vasco;Española;De 45 a 49 años;1992;
16 País Vasco;Española;De 45 a 49 años;1991;
16 País Vasco;Española;De 45 a 49 años;1990;
16 País Vasco;Española;De 45 a 49 años;1989;
16 País Vasco;Española;De 45 a 49 años;1988;
16 País Vasco;Española;De 45 a 49 años;1987;
16 País Vasco;Española;De 45 a 49 años;1986;
16 País Vasco;Española;De 45 a 49 años;1985;
16 País Vasco;Española;De 45 a 49 años;1984;
16 País Vasco;Española;De 45 a 49 años;1983;
16 País Vasco;Española;De 45 a 49 años;1982;
16 País Vasco;Española;De 45 a 49 años;1981;
16 País Vasco;Española;De 45 a 49 años;1980;
16 País Vasco;Española;De 45 a 49 años;1979;
16 País Vasco;Española;De 45 a 49 años;1978;
16 País Vasco;Española;De 45 a 49 años;1977;
16 País Vasco;Española;De 45 a 49 años;1976;
16 País Vasco;Española;De 45 a 49 años;1975;
16 País Vasco;Española;50 y más años;2024;0,66
16 País Vasco;Española;50 y más años;2023;0,42
16 País Vasco;Española;50 y más años;2022;0,72
16 País Vasco;Española;50 y más años;2021;0,18
16 País Vasco;Española;50 y más años;2020;0,5
16 País Vasco;Española;50 y más años;2019;0,31
16 País Vasco;Española;50 y más años;2018;0,31
16 País Vasco;Española;50 y más años;2017;0,3
16 País Vasco;Española;50 y más años;2016;0,36
16 País Vasco;Española;50 y más años;2015;0,12
16 País Vasco;Española;50 y más años;2014;0,3
16 País Vasco;Española;50 y más años;2013;0,18
16 País Vasco;Española;50 y más años;2012;0,31
16 País Vasco;Española;50 y más años;2011;0,49
16 País Vasco;Española;50 y más años;2010;0,24
16 País Vasco;Española;50 y más años;2009;0,06
16 País Vasco;Española;50 y más años;2008;0,13
16 País Vasco;Española;50 y más años;2007;0
16 País Vasco;Española;50 y más años;2006;0
16 País Vasco;Española;50 y más años;2005;0
16 País Vasco;Española;50 y más años;2004;0
16 País Vasco;Española;50 y más años;2003;0
16 País Vasco;Española;50 y más años;2002;0
16 País Vasco;Española;50 y más años;2001;
16 País Vasco;Española;50 y más años;2000;
16 País Vasco;Española;50 y más años;1999;
16 País Vasco;Española;50 y más años;1998;
16 País Vasco;Española;50 y más años;1997;
16 País Vasco;Española;50 y más años;1996;
16 País Vasco;Española;50 y más años;1995;
16 País Vasco;Española;50 y más años;1994;
16 País Vasco;Española;50 y más años;1993;
16 País Vasco;Española;50 y más años;1992;
16 País Vasco;Española;50 y más años;1991;
16 País Vasco;Española;50 y más años;1990;
16 País Vasco;Española;50 y más años;1989;
16 País Vasco;Española;50 y más años;1988;
16 País Vasco;Española;50 y más años;1987;
16 País Vasco;Española;50 y más años;1986;
16 País Vasco;Española;50 y más años;1985;
16 País Vasco;Española;50 y más años;1984;
16 País Vasco;Española;50 y más años;1983;
16 País Vasco;Española;50 y más años;1982;
16 País Vasco;Española;50 y más años;1981;
16 País Vasco;Española;50 y más años;1980;
16 País Vasco;Española;50 y más años;1979;
16 País Vasco;Española;50 y más años;1978;
16 País Vasco;Española;50 y más años;1977;
16 País Vasco;Española;50 y más años;1976;
16 País Vasco;Española;50 y más años;1975;
16 País Vasco;Extranjera;De 10 a 14 años;2024;0,2
16 País Vasco;Extranjera;De 10 a 14 años;2023;0
16 País Vasco;Extranjera;De 10 a 14 años;2022;0
16 País Vasco;Extranjera;De 10 a 14 años;2021;0,82
16 País Vasco;Extranjera;De 10 a 14 años;2020;0
16 País Vasco;Extranjera;De 10 a 14 años;2019;0
16 País Vasco;Extranjera;De 10 a 14 años;2018;0,67
16 País Vasco;Extranjera;De 10 a 14 años;2017;0,73
16 País Vasco;Extranjera;De 10 a 14 años;2016;0,76
16 País Vasco;Extranjera;De 10 a 14 años;2015;0
16 País Vasco;Extranjera;De 10 a 14 años;2014;0,39
16 País Vasco;Extranjera;De 10 a 14 años;2013;0,35
16 País Vasco;Extranjera;De 10 a 14 años;2012;0,64
16 País Vasco;Extranjera;De 10 a 14 años;2011;0
16 País Vasco;Extranjera;De 10 a 14 años;2010;0,31
16 País Vasco;Extranjera;De 10 a 14 años;2009;0,96
16 País Vasco;Extranjera;De 10 a 14 años;2008;1,04
16 País Vasco;Extranjera;De 10 a 14 años;2007;0
16 País Vasco;Extranjera;De 10 a 14 años;2006;0,97
16 País Vasco;Extranjera;De 10 a 14 años;2005;0,59
16 País Vasco;Extranjera;De 10 a 14 años;2004;0
16 País Vasco;Extranjera;De 10 a 14 años;2003;1,61
16 País Vasco;Extranjera;De 10 a 14 años;2002;0
16 País Vasco;Extranjera;De 10 a 14 años;2001;
16 País Vasco;Extranjera;De 10 a 14 años;2000;
16 País Vasco;Extranjera;De 10 a 14 años;1999;
16 País Vasco;Extranjera;De 10 a 14 años;1998;
16 País Vasco;Extranjera;De 10 a 14 años;1997;
16 País Vasco;Extranjera;De 10 a 14 años;1996;
16 País Vasco;Extranjera;De 10 a 14 años;1995;
16 País Vasco;Extranjera;De 10 a 14 años;1994;
16 País Vasco;Extranjera;De 10 a 14 años;1993;
16 País Vasco;Extranjera;De 10 a 14 años;1992;
16 País Vasco;Extranjera;De 10 a 14 años;1991;
16 País Vasco;Extranjera;De 10 a 14 años;1990;
16 País Vasco;Extranjera;De 10 a 14 años;1989;
16 País Vasco;Extranjera;De 10 a 14 años;1988;
16 País Vasco;Extranjera;De 10 a 14 años;1987;
16 País Vasco;Extranjera;De 10 a 14 años;1986;
16 País Vasco;Extranjera;De 10 a 14 años;1985;
16 País Vasco;Extranjera;De 10 a 14 años;1984;
16 País Vasco;Extranjera;De 10 a 14 años;1983;
16 País Vasco;Extranjera;De 10 a 14 años;1982;
16 País Vasco;Extranjera;De 10 a 14 años;1981;
16 País Vasco;Extranjera;De 10 a 14 años;1980;
16 País Vasco;Extranjera;De 10 a 14 años;1979;
16 País Vasco;Extranjera;De 10 a 14 años;1978;
16 País Vasco;Extranjera;De 10 a 14 años;1977;
16 País Vasco;Extranjera;De 10 a 14 años;1976;
16 País Vasco;Extranjera;De 10 a 14 años;1975;
16 País Vasco;Extranjera;De 15 a 19 años;2024;14,33
16 País Vasco;Extranjera;De 15 a 19 años;2023;13,67
16 País Vasco;Extranjera;De 15 a 19 años;2022;14,72
16 País Vasco;Extranjera;De 15 a 19 años;2021;14,63
16 País Vasco;Extranjera;De 15 a 19 años;2020;17,6
16 País Vasco;Extranjera;De 15 a 19 años;2019;25,2
16 País Vasco;Extranjera;De 15 a 19 años;2018;25,61
16 País Vasco;Extranjera;De 15 a 19 años;2017;25,6
16 País Vasco;Extranjera;De 15 a 19 años;2016;25,23
16 País Vasco;Extranjera;De 15 a 19 años;2015;26,72
16 País Vasco;Extranjera;De 15 a 19 años;2014;23,29
16 País Vasco;Extranjera;De 15 a 19 años;2013;30,94
16 País Vasco;Extranjera;De 15 a 19 años;2012;31,92
16 País Vasco;Extranjera;De 15 a 19 años;2011;31,98
16 País Vasco;Extranjera;De 15 a 19 años;2010;34,45
16 País Vasco;Extranjera;De 15 a 19 años;2009;37,42
16 País Vasco;Extranjera;De 15 a 19 años;2008;47,57
16 País Vasco;Extranjera;De 15 a 19 años;2007;39,73
16 País Vasco;Extranjera;De 15 a 19 años;2006;38,82
16 País Vasco;Extranjera;De 15 a 19 años;2005;38,55
16 País Vasco;Extranjera;De 15 a 19 años;2004;36,24
16 País Vasco;Extranjera;De 15 a 19 años;2003;38,24
16 País Vasco;Extranjera;De 15 a 19 años;2002;43,38
16 País Vasco;Extranjera;De 15 a 19 años;2001;
16 País Vasco;Extranjera;De 15 a 19 años;2000;
16 País Vasco;Extranjera;De 15 a 19 años;1999;
16 País Vasco;Extranjera;De 15 a 19 años;1998;
16 País Vasco;Extranjera;De 15 a 19 años;1997;
16 País Vasco;Extranjera;De 15 a 19 años;1996;
16 País Vasco;Extranjera;De 15 a 19 años;1995;
16 País Vasco;Extranjera;De 15 a 19 años;1994;
16 País Vasco;Extranjera;De 15 a 19 años;1993;
16 País Vasco;Extranjera;De 15 a 19 años;1992;
16 País Vasco;Extranjera;De 15 a 19 años;1991;
16 País Vasco;Extranjera;De 15 a 19 años;1990;
16 País Vasco;Extranjera;De 15 a 19 años;1989;
16 País Vasco;Extranjera;De 15 a 19 años;1988;
16 País Vasco;Extranjera;De 15 a 19 años;1987;
16 País Vasco;Extranjera;De 15 a 19 años;1986;
16 País Vasco;Extranjera;De 15 a 19 años;1985;
16 País Vasco;Extranjera;De 15 a 19 años;1984;
16 País Vasco;Extranjera;De 15 a 19 años;1983;
16 País Vasco;Extranjera;De 15 a 19 años;1982;
16 País Vasco;Extranjera;De 15 a 19 años;1981;
16 País Vasco;Extranjera;De 15 a 19 años;1980;
16 País Vasco;Extranjera;De 15 a 19 años;1979;
16 País Vasco;Extranjera;De 15 a 19 años;1978;
16 País Vasco;Extranjera;De 15 a 19 años;1977;
16 País Vasco;Extranjera;De 15 a 19 años;1976;
16 País Vasco;Extranjera;De 15 a 19 años;1975;
16 País Vasco;Extranjera;De 20 a 24 años;2024;56,16
16 País Vasco;Extranjera;De 20 a 24 años;2023;59,69
16 País Vasco;Extranjera;De 20 a 24 años;2022;65,08
16 País Vasco;Extranjera;De 20 a 24 años;2021;58,79
16 País Vasco;Extranjera;De 20 a 24 años;2020;67,65
16 País Vasco;Extranjera;De 20 a 24 años;2019;81,36
16 País Vasco;Extranjera;De 20 a 24 años;2018;78,2
16 País Vasco;Extranjera;De 20 a 24 años;2017;76,43
16 País Vasco;Extranjera;De 20 a 24 años;2016;83,04
16 País Vasco;Extranjera;De 20 a 24 años;2015;87,58
16 País Vasco;Extranjera;De 20 a 24 años;2014;95,88
16 País Vasco;Extranjera;De 20 a 24 años;2013;84,53
16 País Vasco;Extranjera;De 20 a 24 años;2012;82,41
16 País Vasco;Extranjera;De 20 a 24 años;2011;80,59
16 País Vasco;Extranjera;De 20 a 24 años;2010;82,08
16 País Vasco;Extranjera;De 20 a 24 años;2009;87,93
16 País Vasco;Extranjera;De 20 a 24 años;2008;89,2
16 País Vasco;Extranjera;De 20 a 24 años;2007;82,78
16 País Vasco;Extranjera;De 20 a 24 años;2006;71,36
16 País Vasco;Extranjera;De 20 a 24 años;2005;65,82
16 País Vasco;Extranjera;De 20 a 24 años;2004;73,76
16 País Vasco;Extranjera;De 20 a 24 años;2003;77,31
16 País Vasco;Extranjera;De 20 a 24 años;2002;86,21
16 País Vasco;Extranjera;De 20 a 24 años;2001;
16 País Vasco;Extranjera;De 20 a 24 años;2000;
16 País Vasco;Extranjera;De 20 a 24 años;1999;
16 País Vasco;Extranjera;De 20 a 24 años;1998;
16 País Vasco;Extranjera;De 20 a 24 años;1997;
16 País Vasco;Extranjera;De 20 a 24 años;1996;
16 País Vasco;Extranjera;De 20 a 24 años;1995;
16 País Vasco;Extranjera;De 20 a 24 años;1994;
16 País Vasco;Extranjera;De 20 a 24 años;1993;
16 País Vasco;Extranjera;De 20 a 24 años;1992;
16 País Vasco;Extranjera;De 20 a 24 años;1991;
16 País Vasco;Extranjera;De 20 a 24 años;1990;
16 País Vasco;Extranjera;De 20 a 24 años;1989;
16 País Vasco;Extranjera;De 20 a 24 años;1988;
16 País Vasco;Extranjera;De 20 a 24 años;1987;
16 País Vasco;Extranjera;De 20 a 24 años;1986;
16 País Vasco;Extranjera;De 20 a 24 años;1985;
16 País Vasco;Extranjera;De 20 a 24 años;1984;
16 País Vasco;Extranjera;De 20 a 24 años;1983;
16 País Vasco;Extranjera;De 20 a 24 años;1982;
16 País Vasco;Extranjera;De 20 a 24 años;1981;
16 País Vasco;Extranjera;De 20 a 24 años;1980;
16 País Vasco;Extranjera;De 20 a 24 años;1979;
16 País Vasco;Extranjera;De 20 a 24 años;1978;
16 País Vasco;Extranjera;De 20 a 24 años;1977;
16 País Vasco;Extranjera;De 20 a 24 años;1976;
16 País Vasco;Extranjera;De 20 a 24 años;1975;
16 País Vasco;Extranjera;De 25 a 29 años;2024;73,36
16 País Vasco;Extranjera;De 25 a 29 años;2023;79,23
16 País Vasco;Extranjera;De 25 a 29 años;2022;73,55
16 País Vasco;Extranjera;De 25 a 29 años;2021;73,26
16 País Vasco;Extranjera;De 25 a 29 años;2020;84,17
16 País Vasco;Extranjera;De 25 a 29 años;2019;88,62
16 País Vasco;Extranjera;De 25 a 29 años;2018;99,85
16 País Vasco;Extranjera;De 25 a 29 años;2017;103,68
16 País Vasco;Extranjera;De 25 a 29 años;2016;107,57
16 País Vasco;Extranjera;De 25 a 29 años;2015;107,79
16 País Vasco;Extranjera;De 25 a 29 años;2014;99,77
16 País Vasco;Extranjera;De 25 a 29 años;2013;92,17
16 País Vasco;Extranjera;De 25 a 29 años;2012;93,52
16 País Vasco;Extranjera;De 25 a 29 años;2011;91,31
16 País Vasco;Extranjera;De 25 a 29 años;2010;86,71
16 País Vasco;Extranjera;De 25 a 29 años;2009;84,88
16 País Vasco;Extranjera;De 25 a 29 años;2008;82,48
16 País Vasco;Extranjera;De 25 a 29 años;2007;80,79
16 País Vasco;Extranjera;De 25 a 29 años;2006;72,7
16 País Vasco;Extranjera;De 25 a 29 años;2005;70,55
16 País Vasco;Extranjera;De 25 a 29 años;2004;83,92
16 País Vasco;Extranjera;De 25 a 29 años;2003;75,89
16 País Vasco;Extranjera;De 25 a 29 años;2002;81,51
16 País Vasco;Extranjera;De 25 a 29 años;2001;
16 País Vasco;Extranjera;De 25 a 29 años;2000;
16 País Vasco;Extranjera;De 25 a 29 años;1999;
16 País Vasco;Extranjera;De 25 a 29 años;1998;
16 País Vasco;Extranjera;De 25 a 29 años;1997;
16 País Vasco;Extranjera;De 25 a 29 años;1996;
16 País Vasco;Extranjera;De 25 a 29 años;1995;
16 País Vasco;Extranjera;De 25 a 29 años;1994;
